oaks	4.96123
joe	4.9641976
hill	4.9704227
army	4.9723225
arts	4.9783096
sea	4.985692
mile	4.985966
mary	4.98926
aid	5.006677
pro	5.018126
cold	5.021213
sit	5.023744
shop	5.0274076
rule	5.0296664
alan	5.039592
host	5.047868
jeff	5.05389
hurt	5.058496
bar	5.063116
row	5.067171
oil	5.0758986
cast	5.0893846
miss	5.107465
cuts	5.108062
slow	5.111946
band	5.112844
draw	5.1200466
note	5.1278906
dark	5.1379085
grew	5.154453
gold	5.155686
ana	5.169631
edge	5.1768107
task	5.1878057
ill	5.200475
lee	5.2007933
teen	5.203341
wish	5.2058935
ends	5.206532
bay	5.2087703
tie	5.212294
god	5.2193675
gain	5.231343
suit	5.2359
page	5.236226
baby	5.2625537
sun	5.263218
fit	5.2775764
don	5.285653
gas	5.3204927
thus	5.322222
sept	5.3270764
tied	5.3274236
laws	5.3315983
net	5.344898
onto	5.347362
jail	5.3547773
grow	5.3672223
card	5.3679366
era	5.372947
hits	5.378695
gun	5.381217
dan	5.383021
lord	5.3837433
sex	5.3978996
mass	5.4004555
pop	5.4022837
bowl	5.405947
arms	5.4077826
jury	5.425521
hair	5.4266367
sat	5.42999
camp	5.4303627
wild	5.4419746
die	5.4495163
lots	5.450651
sir	5.4563375
bed	5.465483
pair	5.4685445
tiny	5.4719963
rare	5.4727645
mesa	5.476227
kill	5.479697
golf	5.4847245
pull	5.4882154
busy	5.489381
sees	5.492104
pool	5.4956126
lake	5.497175
eric	5.500696
sets	5.5121007
male	5.512496
heat	5.513681
ride	5.517243
push	5.530778
drew	5.5351844
fill	5.537594
fees	5.543231
uses	5.5501056
pace	5.550511
bus	5.5566063
flat	5.5684633
warm	5.5738106
wear	5.57546
arm	5.586642
bell	5.588306
fly	5.6033688
data	5.6092696
duty	5.610537
pain	5.618166
wood	5.618591
ice	5.62669
lady	5.6301136
wind	5.635695
wins	5.650829
bond	5.6543107
song	5.6551824
ken	5.657364
farm	5.6591115
del	5.669202
jump	5.670523
cool	5.67892
soft	5.6793633
gang	5.682026
eat	5.6838036
shut	5.6882577
vast	5.690937
amid	5.693621
puts	5.6976566
pat	5.7026043
kick	5.7044077
sen	5.707117
wake	5.707117
ban	5.714821
zone	5.7239375
fish	5.72531
roll	5.7257676
kid	5.7276006
simi	5.735415
owns	5.740957
adds	5.7414193
mail	5.745591
link	5.7465196
file	5.749775
tend	5.751172
mix	5.767103
laid	5.7685175
bear	5.7765574
loan	5.784642
acre	5.8023973
lay	5.8086877
leg	5.813545
wing	5.814519
ray	5.8169556
dog	5.819885
earn	5.843536
lies	5.8480144
fee	5.8510075
hole	5.857514
blow	5.8630424
dry	5.8630424
rain	5.8701096
amp	5.8853707
tree	5.902347
rush	5.91013
ave	5.916909
code	5.920049
rep	5.9289823
core	5.939032
tory	5.94435
port	5.9454155
sad	5.952899
hell	5.954508
las	5.9641976
knee	5.9663596
fan	5.975041
hero	5.975585
crew	5.982133
inch	5.98487
auto	5.9953184
gray	5.9958706
flow	6.000294
acts	6.0014024
ages	6.0130887
jean	6.015325
path	6.020932
tape	6.023744
gift	6.029949
debt	6.035046
sick	6.04244
dean	6.0492992
cap	6.052741
aged	6.0544653
ford	6.061382
wave	6.0689125
poll	6.0817466
lift	6.082919
tall	6.0858545
ring	6.091153
rent	6.0970635
guns	6.0994344
aim	6.101215
hire	6.104783
ease	6.1059747
ties	6.1167407
mood	6.12336
hang	6.1312222
gap	6.134258
rail	6.138518
aids	6.144014
tech	6.1458507
cook	6.1489167
fuel	6.1575375
lie	6.1631064
tone	6.171812
luck	6.1749344
fame	6.1749344
bag	6.1793165
sons	6.18686
lane	6.191911
asks	6.1925435
soul	6.195077
fail	6.2001567
deny	6.2001567
rob	6.2001567
tale	6.20143
via	6.2020664
quit	6.2020664
fed	6.2155046
pack	6.2213025
fate	6.2225943
jazz	6.237531
boat	6.2401447
nick	6.249988
noon	6.260562
fat	6.265878
fox	6.267877
thin	6.2705464
odd	6.277912
neck	6.2839665
rick	6.2880173
hate	6.2995563
navy	6.3063874
wine	6.3077574
snow	6.315316
beer	6.3166947
folk	6.318765
ten	6.324994
peak	6.3284664
semi	6.3347373
legs	6.339634
matt	6.342439
copy	6.360809
skin	6.3622313
weak	6.3679366
ship	6.3758183
gate	6.378695
toll	6.3815775
plea	6.383021
dick	6.386636
keen	6.388809
pays	6.3902597
glad	6.3909855
roof	6.3931656
sky	6.3946204
bail	6.4011865
mine	6.401918
dogs	6.404847
bars	6.412934
fled	6.418103
hat	6.4457407
joy	6.4586186
hunt	6.473149
gen	6.473149
bomb	6.5050116
dad	6.507371
odds	6.513681
mall	6.5208135
meat	6.5239944
iron	6.525588
fare	6.5295787
ward	6.531178
jane	6.539202
wore	6.543231
nose	6.5513225
plot	6.5513225
ted	6.555385
ben	6.5578284
bet	6.566822
cope	6.566822
solo	6.569285
calm	6.5750475
bush	6.576698
mad	6.587474
aide	6.588306
feed	6.589972
halt	6.600008
boss	6.6008477
prep	6.602528
mere	6.6042104
mom	6.6042104
flew	6.6067376
wise	6.6151943
par	6.6194415
rely	6.620292
jay	6.621144
oak	6.6271176
tune	6.627973
salt	6.634835
tip	6.635695
rice	6.636555
bags	6.6400027
bird	6.6417294
rank	6.6443233
harm	6.6451893
desk	6.6521335
pink	6.657364
sum	6.665245
sue	6.6687617
mar	6.677591
cry	6.678477
eve	6.686475
loud	6.686475
sits	6.691831
rev	6.695413
palm	6.69631
raw	6.6999035
bone	6.7017035
flag	6.7035055
milk	6.7089257
gay	6.710737
wire	6.7189164
wash	6.7225666
mini	6.727142
fix	6.730813
hey	6.7335725
sand	6.738183
text	6.739107
sued	6.740957
joke	6.744663
chip	6.7483788
meal	6.7493095
belt	6.7521043
hip	6.7558393
hung	6.757711
ups	6.7614603
rams	6.764279
tips	6.7652197
seal	6.7652197
dawn	6.7652197
rid	6.775609
pure	6.7803564
sing	6.7813077
jet	6.7813077
foul	6.78226
bulk	6.7841654
boom	6.7851195
sean	6.788941
hide	6.796615
rape	6.801432
sole	6.801432
mess	6.801432
gene	6.80433
tea	6.8052974
wage	6.807234
slip	6.8101435
carl	6.813059
map	6.813059
dirt	6.817931
torn	6.826743
tank	6.8277254
item	6.830677
gear	6.830677
gulf	6.8365974
aims	6.845525
fife	6.84951
worn	6.863546
evil	6.864554
cafe	6.8706155
trio	6.87772
rod	6.878738
scot	6.8828163
soil	6.8858824
cat	6.886906
twin	6.8879304
duke	6.8982134
spin	6.90857
lawn	6.9190016
ads	6.9358506
dust	6.940094
moon	6.941157
exit	6.9432845
ruth	6.952899
wet	6.9539714
ager	6.956118
rear	6.9636574
wee	6.969067
menu	6.975585
judy	6.979947
wars	6.979947
dies	6.99091
holy	6.99091
hart	7.003066
ear	7.0142064
lion	7.015325
lock	7.020932
bass	7.0231814
brad	7.0254335
sub	7.028819
kent	7.029949
urge	7.033345
buck	7.0344787
bold	7.0344787
bat	7.0378857
hong	7.043581
ugly	7.051593
tool	7.052741
burn	7.052741
root	7.0677514
beef	7.0724015
shy	7.0735664
pan	7.0770664
lang	7.0805755
tens	7.0876184
bare	7.0887957
pot	7.091153
tear	7.0935144
tap	7.0970635
load	7.0982485
bros	7.1089573
ears	7.1113477
dame	7.1113477
zero	7.1197457
olds	7.144014
glen	7.150145
pose	7.1538363
dear	7.1538363
yeah	7.1538363
eggs	7.155069
bite	7.1612477
fax	7.1637263
beds	7.168697
bits	7.17869
gym	7.1799436
blew	7.1811986
till	7.1849704
curb	7.191279
shaw	7.191279
tag	7.19381
dish	7.195077
toys	7.20909
bull	7.2142196
crop	7.2155046
mild	7.221948
shed	7.2232404
prop	7.2232404
duck	7.2297187
lure	7.231018
pole	7.236226
tide	7.241453
eyed	7.244074
diet	7.2493296
pet	7.2493296
tons	7.2493296
turf	7.253284
jews	7.2572494
lab	7.2612257
dump	7.267877
hike	7.267877
grab	7.267877
slam	7.2718825
marc	7.2732205
hook	7.2785835
jam	7.282619
toro	7.282619
warn	7.286666
sang	7.2880173
fort	7.293436
soup	7.2947936
reed	7.2975135
bids	7.3016024
egg	7.308443
vary	7.3194556
caps	7.3263817
troy	7.337533
sake	7.3487716
rap	7.3530083
kirk	7.36152
bath	7.362943
euro	7.370082
sore	7.372947
dale	7.374382
poet	7.3758183
drag	7.383021
bike	7.38736
hint	7.3917117
tops	7.3946204
cake	7.4004555
earl	7.403382
atop	7.4063144
pale	7.4107237
lone	7.413671
toy	7.4166245
ram	7.4240346
mate	7.4240346
pipe	7.425521
seed	7.425521
sums	7.4329767
grim	7.4344726
cop	7.44348
stir	7.446495
span	7.460141
cent	7.464719
inn	7.4693108
fits	7.4693108
soap	7.4723806
ski	7.4723806
leap	7.4723806
buys	7.473918
lean	7.480083
lets	7.480083
ally	7.4816284
math	7.4847245
coat	7.489381
cups	7.489381
lit	7.5097337
pile	7.5113115
sink	7.5113115
jets	7.5160546
raid	7.517639
deck	7.5208135
ours	7.525588
cole	7.527183
cure	7.5303783
hats	7.533581
rage	7.540007
pact	7.5448456
pit	7.546462
chef	7.5578284
ace	7.559459
clay	7.562727
lap	7.566002
anna	7.5676427
pine	7.577524
slot	7.577524
snap	7.5824904
keys	7.5891385
cell	7.5908055
shoe	7.597492
tail	7.6008477
pub	7.6008477
loch	7.602528
ins	7.605895
max	7.6092696
owed	7.6092696
grip	7.6126523
pen	7.6143465
sour	7.6160426
ers	7.617741
wit	7.6194415
damn	7.621144
wary	7.621144
bent	7.622848
grey	7.624554
kay	7.6296854
nazi	7.6331162
swim	7.634835
dig	7.634835
lamb	7.636555
haul	7.636555
poly	7.6400027
stem	7.6417294
boot	7.6503944
trim	7.6521335
kiss	7.6608615
dull	7.6661234
user	7.667882
riot	7.678477
sec	7.68025
pond	7.682026
rode	7.6855836
coup	7.6891503
tent	7.690937
cops	7.6927257
corn	7.6945167
mask	7.6945167
pie	7.69631
cans	7.698106
bow	7.698106
myth	7.6999035
mud	7.7035055
dare	7.7035055
opt	7.7035055
dow	7.707117
tel	7.7089257
cult	7.721653
disc	7.72348
jill	7.730813
cats	7.730813
dole	7.732652
neat	7.732652
pump	7.7344933
bean	7.7400317
dash	7.7418823
josh	7.7437353
gala	7.7437353
mill	7.7493095
slim	7.7493095
fake	7.751172
mel	7.7549047
taxi	7.756775
epic	7.7586474
bias	7.764279
nuts	7.768046
pin	7.775609
horn	7.7775064
levy	7.7813077
sank	7.788941
mich	7.788941
whip	7.792773
outs	7.7946925
wolf	7.796615
mode	7.79854
coal	7.8062654
ate	7.808203
airs	7.8101435
sox	7.8120866
trek	7.8159804
cola	7.817931
drum	7.817931
pier	7.819885
buzz	7.8218412
rack	7.8336344
hood	7.8336344
lung	7.835609
pope	7.835609
beth	7.837587
bout	7.837587
chat	7.839567
oral	7.8415504
trap	7.843536
hop	7.845525
fold	7.84951
pour	7.8515067
yen	7.8535066
dip	7.855509
pity	7.855509
chad	7.857514
lend	7.8615327
surf	7.8655624
flee	7.8696036
rim	7.8716283
duo	7.8716283
dual	7.8756866
cox	7.8756866
rows	7.87772
bud	7.8817954
fool	7.8858824
cape	7.889981
ton	7.8920345
gore	7.894091
silk	7.9002786
clad	7.902347
woes	7.9044185
bats	7.9044185
butt	7.9127336
norm	7.9148197
pac	7.9231954
wrap	7.9252973
pros	7.9274015
dug	7.929509
clue	7.933734
con	7.933734
peer	7.937971
owe	7.94222
sung	7.94435
toss	7.950757
polo	7.961499
exam	7.9636574
memo	7.9636574
ruin	7.974497
aunt	7.9766746
leaf	7.9788556
isle	7.998634
skip	7.998634
coca	8.003066
lips	8.005287
watt	8.007512
plug	8.00974
nail	8.014207
spur	8.018687
weir	8.018687
pray	8.020932
saga	8.020932
punt	8.020932
bore	8.023181
tube	8.025434
cite	8.02769
bend	8.036749
swap	8.036749
maps	8.039022
ore	8.0413
bang	8.045866
ego	8.048154
muir	8.050446
bust	8.061959
dive	8.0689125
pork	8.0689125
hype	8.075899
mock	8.080575
echo	8.082919
fond	8.082919
lieu	8.087619
oven	8.094696
deer	8.094696
flip	8.099434
lush	8.099434
lax	8.1018095
hay	8.104188
feat	8.10657
acid	8.108957
foes	8.108957
dose	8.11614
owes	8.125774
conn	8.128193
mack	8.142791
junk	8.145238
visa	8.157537
kit	8.167453
sack	8.169942
punk	8.169942
slap	8.169942
bred	8.169942
toe	8.172436
sexy	8.184971
dock	8.18749
pig	8.190015
spun	8.190015
cow	8.192544
pets	8.197615
spy	8.197615
lip	8.200157
cart	8.202703
veto	8.20781
dire	8.20781
logo	8.218079
boil	8.225828
heal	8.231018
heck	8.231018
flu	8.238837
loma	8.251965
ink	8.265213
vain	8.270546
zoo	8.2759
lads	8.2759
tina	8.283967
rip	8.289371
offs	8.289371
ripe	8.289371
cute	8.292079
wipe	8.292079
gig	8.292079
tire	8.297513
pal	8.297513
void	8.300238
fry	8.305703
mob	8.308443
kyle	8.311189
alas	8.311189
poem	8.319456
dumb	8.322223
alto	8.324994
nude	8.324994
sail	8.330554
ham	8.333342
tier	8.338933
prey	8.344547
arch	8.347362
joey	8.350183
slid	8.358677
nest	8.36152
funk	8.36152
cage	8.364368
moss	8.367222
rays	8.370082
tee	8.370082
mart	8.370082
ramp	8.370082
putt	8.3786955
dee	8.3786955
newt	8.3815775
rout	8.3815775
nod	8.384466
tin	8.384466
ribs	8.38736
cubs	8.38736
seas	8.39026
hers	8.393166
doll	8.396077
rude	8.396077
coin	8.396077
rat	8.398994
gays	8.398994
glow	8.398994
nets	8.401918
leak	8.404847
rope	8.404847
knit	8.404847
pigs	8.404847
wade	8.407783
dons	8.410724
fury	8.4136715
gill	8.4136715
grin	8.416624
lied	8.419584
cows	8.422549
tab	8.422549
reds	8.425521
pad	8.425521
pint	8.425521
tore	8.440472
gaps	8.440472
bury	8.449516
mega	8.455578
deaf	8.470845
dial	8.483175
vows	8.486275
toes	8.486275
pam	8.489381
mum	8.492494
mac	8.492494
fade	8.492494
rang	8.495613
awe	8.495613
yale	8.498739
idle	8.501872
icon	8.501872
web	8.511312
beck	8.511312
sin	8.514472
clan	8.520813
envy	8.520813
wool	8.523994
bug	8.523994
cave	8.53679
bans	8.540007
grad	8.540007
lump	8.546462
hank	8.546462
pals	8.546462
barn	8.546462
fog	8.549701
oval	8.549701
chin	8.552946
woke	8.552946
log	8.552946
bake	8.552946
roar	8.556199
pads	8.556199
bets	8.562727
lace	8.569284
rom	8.575872
apt	8.575872
helm	8.575872
cab	8.579178
col	8.58249
soda	8.585811
chic	8.595818
pits	8.595818
bloc	8.599169
guts	8.599169
crow	8.599169
sage	8.602528
dome	8.602528
lazy	8.616043
rash	8.616043
lad	8.619441
hail	8.622848
sigh	8.622848
jake	8.626263
herb	8.633117
ark	8.633117
gut	8.643458
vans	8.643458
fuss	8.643458
stab	8.643458
smog	8.650394
lent	8.650394
clip	8.660861
vat	8.660861
bin	8.667882
pulp	8.674936
woo	8.674936
tile	8.678477
dam	8.678477
herd	8.685584
chap	8.685584
beam	8.685584
dim	8.689151
akin	8.689151
sunk	8.689151
rub	8.692726
biz	8.692726
kemp	8.69631
hogg	8.69631
carr	8.7035055
heir	8.7035055
aura	8.707117
soar	8.707117
pubs	8.710737
grid	8.710737
dent	8.714367
fork	8.718005
pots	8.718005
foil	8.718005
wow	8.721653
bump	8.72531
calf	8.732652
avid	8.732652
damp	8.732652
rink	8.732652
foe	8.732652
bel	8.736337
digs	8.736337
cozy	8.740031
emma	8.740031
fur	8.743735
rex	8.747449
weed	8.747449
feud	8.751172
vest	8.754905
noel	8.754905
jaw	8.758647
neon	8.766161
tow	8.766161
loop	8.766161
ploy	8.769933
pep	8.773715
reap	8.773715
colt	8.777506
tan	8.781308
boon	8.788941
guru	8.788941
puck	8.792773
bugs	8.8004675
sac	8.8004675
dove	8.80433
ills	8.808203
jams	8.808203
hull	8.808203
gaze	8.812086
chop	8.812086
alma	8.812086
defy	8.81598
deed	8.81598
lid	8.819885
heel	8.819885
leno	8.819885
ivy	8.819885
cord	8.819885
emmy	8.819885
swan	8.8238
gods	8.8238
rib	8.835609
pops	8.835609
fist	8.835609
neal	8.835609
tidy	8.839567
kern	8.843536
cue	8.843536
fray	8.847516
mold	8.851507
sway	8.851507
gram	8.851507
wax	8.855509
quiz	8.855509
maze	8.863546
laps	8.863546
dunk	8.863546
ness	8.867581
oust	8.871629
mets	8.892035
hub	8.892035
taco	8.896151
rave	8.900279
khan	8.90857
scam	8.912734
bald	8.912734
rats	8.912734
gum	8.921097
peel	8.925297
ash	8.925297
heed	8.929509
tack	8.929509
hug	8.929509
jar	8.929509
icy	8.929509
pony	8.929509
goat	8.937971
wry	8.937971
sofa	8.942221
gump	8.942221
lows	8.942221
dues	8.946483
wis	8.946483
zip	8.950757
cane	8.950757
cove	8.955045
doom	8.959345
gem	8.959345
berg	8.963657
eats	8.967983
tuna	8.967983
lays	8.967983
heap	8.972322
dusk	8.98981
maid	8.98981
coma	8.98981
bash	8.98981
sped	8.994215
doc	8.994215
gale	9.003066
babe	9.003066
disk	9.007512
faux	9.007512
scan	9.007512
labs	9.007512
pill	9.011971
jerk	9.011971
bray	9.011971
skid	9.016445
kris	9.020932
lamp	9.025434
bait	9.025434
lest	9.025434
veal	9.034479
mayo	9.034479
vein	9.034479
coke	9.039022
hawk	9.039022
cos	9.043581
mod	9.043581
vow	9.052741
lust	9.052741
dime	9.057343
gown	9.057343
hid	9.057343
bolt	9.061959
bee	9.061959
jolt	9.061959
melt	9.066591
yell	9.066591
spit	9.066591
reel	9.071238
luke	9.075899
chi	9.075899
pins	9.075899
tags	9.075899
slew	9.075899
tart	9.089974
alec	9.089974
lame	9.094696
lily	9.094696
bye	9.094696
oft	9.094696
spa	9.099434
axe	9.099434
lime	9.108957
flaw	9.108957
gin	9.108957
den	9.113742
nut	9.113742
mint	9.113742
mick	9.118544
gee	9.118544
dos	9.118544
idol	9.118544
lima	9.118544
wept	9.123361
ruby	9.123361
kits	9.123361
foam	9.123361
blur	9.128193
gigs	9.128193
rift	9.128193
suns	9.128193
jock	9.133042
duly	9.137909
mars	9.137909
glue	9.137909
hale	9.142791
tug	9.142791
gag	9.142791
dot	9.142791
roam	9.142791
aces	9.152605
daft	9.152605
monk	9.152605
hut	9.157537
howe	9.157537
oils	9.157537
rig	9.162486
bute	9.162486
lens	9.167453
pens	9.167453
bach	9.167453
posh	9.167453
cork	9.182455
flap	9.182455
jew	9.18749
ala	9.192544
raft	9.202703
rods	9.202703
prof	9.212935
beg	9.212935
zeal	9.218079
tilt	9.23362
kane	9.23362
plum	9.23362
rand	9.23362
hose	9.238837
lowe	9.238837
fore	9.238837
bows	9.238837
tate	9.244074
rein	9.244074
kohl	9.244074
sax	9.24933
lore	9.24933
bop	9.24933
tar	9.24933
tame	9.254604
tad	9.254604
tam	9.254604
vet	9.254604
oath	9.254604
lag	9.259899
arco	9.259899
arc	9.265213
duet	9.270546
vale	9.270546
curt	9.270546
fend	9.2759
obey	9.2759
whiz	9.286666
flop	9.292079
dice	9.292079
peat	9.292079
duel	9.297513
mist	9.302968
peek	9.302968
dart	9.302968
ritz	9.308443
auld	9.308443
cube	9.313939
jeep	9.313939
airy	9.319456
fest	9.319456
jays	9.319456
stew	9.324994
limp	9.330554
vine	9.330554
duff	9.330554
sins	9.336135
rot	9.336135
anew	9.341738
mice	9.347362
gems	9.347362
deli	9.353008
mama	9.353008
grit	9.358677
hips	9.358677
cons	9.364368
odor	9.364368
bum	9.370082
rosy	9.375818
toby	9.375818
mat	9.375818
egos	9.375818
dye	9.3815775
pave	9.3815775
dine	9.3815775
joys	9.38736
fir	9.38736
swam	9.393166
loaf	9.393166
crab	9.398994
soak	9.404847
sri	9.410724
bark	9.410724
nova	9.410724
rite	9.410724
rug	9.422549
brew	9.422549
cone	9.422549
vera	9.428498
lin	9.428498
sly	9.434472
cod	9.440472
rag	9.440472
casa	9.440472
expo	9.440472
rust	9.446495
jess	9.446495
peas	9.452544
opus	9.458618
crap	9.458618
taps	9.464719
bind	9.464719
lewd	9.464719
ire	9.464719
mon	9.470845
vie	9.470845
meek	9.470845
pest	9.476997
deco	9.483175
mare	9.483175
tabs	9.489381
maki	9.495613
tub	9.495613
hoop	9.495613
tele	9.501872
scar	9.508158
meg	9.508158
mae	9.508158
buff	9.520813
tray	9.520813
slab	9.527183
mosk	9.527183
limb	9.533581
bins	9.533581
mull	9.533581
sol	9.533581
mug	9.533581
brow	9.533581
hum	9.533581
cuff	9.533581
mend	9.540007
rife	9.546462
shea	9.546462
logs	9.546462
garb	9.552946
mats	9.552946
knot	9.552946
holt	9.55946
sane	9.55946
liar	9.55946
hack	9.55946
sal	9.566002
poke	9.572575
puff	9.572575
sues	9.572575
pies	9.572575
cory	9.579178
napa	9.579178
edgy	9.579178
reps	9.585811
fay	9.585811
chew	9.585811
sect	9.592474
noir	9.599169
lam	9.599169
zest	9.605895
vent	9.605895
muse	9.612652
sims	9.612652
mesh	9.619441
cub	9.633117
harp	9.633117
kin	9.633117
lib	9.633117
ante	9.633117
wed	9.633117
romp	9.633117
fad	9.633117
dino	9.646922
loom	9.653875
bona	9.653875
cobb	9.653875
sync	9.660861
dell	9.667882
iris	9.667882
otto	9.674936
wig	9.674936
nuns	9.682026
wick	9.682026
roe	9.682026
bard	9.682026
peck	9.689151
tomb	9.689151
diva	9.69631
nun	9.69631
moms	9.69631
darn	9.69631
flak	9.7035055
ass	9.7035055
kite	9.7035055
wang	9.710737
dips	9.710737
sham	9.710737
afro	9.710737
veil	9.710737
tara	9.710737
drab	9.718005
loft	9.718005
papa	9.718005
gasp	9.72531
dyed	9.732652
beta	9.732652
snag	9.732652
tait	9.740031
bulb	9.740031
jaws	9.740031
sip	9.740031
dope	9.747449
bunt	9.747449
prom	9.747449
shin	9.747449
kiev	9.747449
hues	9.754905
boos	9.754905
glee	9.754905
malt	9.7624
hugs	9.7624
tick	9.7624
